`mesh_concept_uid`,`mesh_descriptor_uid`
M0001649,D001095
M0001650,D001095
M0001651,D001096
M0001652,D001097
M0001653,D001098
M0001654,D001098
M0001655,D001099
M0001656,D001100
M0001657,D001101
M0001658,D001102
M0001659,D001103
M0001660,D001104
M0001661,D001105
M0001662,D001106
M0001663,D001107
M0001664,D001107
M0001665,D001107
M0001666,D001107
M0001667,D001108
M0001668,D001109
M0001669,D001110
M0001670,D001111
M0001671,D001112
M0001672,D001113
M0001673,D001114
M0001674,D001115
M0001675,D001116
M0001676,D001117
M0001677,D001117
M0001678,D001118
M0001679,D001119
M0001680,D001119
M0001681,D001119
M0001682,D001119
M0001683,D001120
M0001684,D001120
M0001685,D001121
M0001686,D001122
M0001687,D001123
M0001688,D001124
M0001689,D001125
M0001690,D001126
M0001691,D001127
M0001692,D001127
M0001693,D001128
M0001694,D001129
M0001695,D001130
M0001696,D001131
M0001697,D001132
M0001698,D001133
M0001699,D050280
M0001700,D001134
M0001701,D001135
M0001702,D001136
M0001703,D001138
M0001704,D001139
M0001705,D001140
M0001706,D001140
M0001707,D001141
M0001711,D001142
M0001712,D001143
M0001713,D001143
M0001715,D001145
M0001716,D001146
M0001717,D001147
M0001718,D001147
M0001719,D001147
M0001720,D001148
M0001721,D001149
M0001722,D001150
M0001723,D001151
M0001724,D001152
M0001725,D001153
M0001726,D001153
M0001727,D001154
M0001728,D001155
M0001729,D001156
M0001730,D001157
M0001731,D001158
M0001732,D001159
M0001733,D001160
M0001734,D001161
M0001735,D001162
M0001736,D001163
M0001737,D001164
M0001738,D001165
M0001739,D001166
M0001740,D001167
M0001741,D001168
M0001742,D001168
M0001743,D001169
M0001744,D001170
M0001745,D001170
M0001747,D001170
M0001748,D001171
M0001749,D001171
M0001750,D001172
M0001751,D001173
M0001752,D001174
M0001753,D001175
M0001754,D001176
M0001755,D001177
M0001756,D001178
M0001757,D001179
M0001758,D001180
M0001759,D001181
M0001760,D001182
M0001761,D001183
M0001762,D001184
M0001763,D001185
M0001764,D001185
M0001765,D001185
M0001766,D051188
M0001767,D001185
M0001769,D001186
M0001770,D001186
M0001771,D001186
M0001772,D001187
M0001773,D001188
M0001774,D001189
M0001775,D001190
M0001776,D001191
M0001780,D001192
M0001781,D001192
M0001782,D001193
M0001783,D001194
M0001784,D001195
M0001785,D001196
M0001786,D001197
M0001787,D001197
M0001788,D001198
M0001789,D001199
M0001790,D001200
M0001791,D001201
M0001792,D001202
M0001793,D001203
M0001794,D001203
M0001795,D001203
M0001796,D001204
M0001797,D001205
M0001798,D001205
M0001799,D001205
M0001800,D001205
M0001802,D001205
M0001803,D001206
M0001804,D001207
M0001805,D001208
M0001806,D001208
M0001807,D001209
M0001808,D001210
M0001809,D001211
M0001810,D001212
M0001811,D001213
M0001812,D001213
M0001813,D001213
M0001814,D044468
M0001815,D001215
M0001816,D001215
M0001817,D001215
M0001818,D001216
M0001819,D001217
M0001820,D001217
M0001821,D001218
M0001822,D001218
M0001823,D001219
M0001825,D001219
M0001826,D001220
M0001827,D001221
M0001828,D001221
M0001829,D001221
M0001830,D001222
M0001831,D001222
M0001832,D001222
M0001833,D001222
M0001834,D001223
M0001836,D001224
M0001838,D001224
M0001841,D001224
M0001844,D001224
M0001845,D001225
M0001846,D001225
M0001847,D001225
M0001848,D001226
M0001849,D001227
M0001850,D001228
M0001851,D001229
M0001852,D001230
M0001853,D001231
M0001854,D001232
M0001855,D001233
M0001856,D001234
M0001857,D001235
M0001858,D001236
M0001859,D001237
M0001860,D001238
M0001861,D001239
M0001862,D001240
M0001863,D001241
M0001864,D001241
M0001865,D001241
M0001866,D001241
M0001867,D001241
M0001868,D001241
M0001869,D001241
M0001870,D001241
M0001871,D001241
M0001872,D001241
M0001873,D001241
M0001874,D001241
M0001875,D001241
M0001876,D001241
M0001877,D001241
M0001878,D001242
M0001879,D001243
M0001880,D001244
M0001881,D001245
M0001882,D001246
M0001883,D001247
M0001884,D001248
M0001885,D001249
M0001886,D001250
M0001887,D001250
M0001888,D001251
M0001889,D001252
M0001890,D001253
M0001891,D001254
M0001892,D001255
M0001893,D001256
M0001894,D055608
M0001895,D055609
M0001896,D001257
M0001897,D001259
M0001898,D001260
M0001899,D001261
M0001900,D001262
M0001901,D001262
M0001903,D050197
M0001904,D058226
M0001905,D001264
M0001906,D001265
M0001907,D001266
M0001908,D001266
M0001909,D001266
M0001910,D001267
M0001911,D001268
M0001912,D001269
M0001913,D001270
M0001914,D001271
M0001915,D001272
M0001916,D001273
M0001917,D001274
M0001918,D001275
M0001919,D001276
M0001920,D001277
M0001921,D001278
M0001922,D001279
M0001924,D001279
M0001925,D001280
M0001926,D001281
M0001927,D001282
M0001928,D001283
M0001929,D001284
M0001930,D064692
M0001931,D001285
M0001933,D064692
M0001935,D001285
M0001936,D001286
M0001937,D001287
M0001938,D001287
M0001939,D001287
M0001941,D001288
M0001942,D001288
M0001943,D001289
M0001944,D001289
M0001945,D001289
M0001946,D001290
M0001947,D001291
M0001948,D001291
M0001949,D001292
M0001950,D001293
M0001951,D001294
M0001952,D001295
M0001953,D001296
M0001954,D001296
M0001955,D001297
M0001956,D001298
M0001957,D001299
M0001958,D001300
M0001959,D001300
M0001960,D001301
M0001961,D001301
M0001962,D001302
M0001963,D001303
M0001964,D001304
M0001965,D001305
M0001966,D001305
M0001967,D001306
M0001968,D001307
M0001969,D001308
M0001970,D001309
M0001971,D001310
M0001972,D001310
M0001974,D001312
M0001975,D001312
M0001976,D001313
M0001977,D001314
M0001978,D001315
M0001979,D044468
M0001980,D001317
M0001981,D001318
M0001982,D001319
M0001983,D001321
M0001984,D001322
M0001985,D001323
M0001986,D001324
M0001987,D001325
M0001988,D001326
M0001989,D001327
M0001990,D001329
M0001991,D001330
M0001992,D001330
M0001993,D001330
M0001994,D016247
M0001995,D001330
M0001996,D001330
M0001997,D016247
M0001998,D001331
M0001999,D001332
M0002000,D001333
M0002001,D001334
M0002002,D001335
M0002003,D001335
M0002004,D001335
M0002005,D001335
M0002006,D001336
M0002007,D001337
M0002008,D001338
M0002009,D001339
M0002010,D009413
M0002011,D001340
M0002012,D001340
M0002013,D001341
M0002014,D001342
M0002015,D054969
M0002016,D001343
M0002017,D001344
M0002018,D001345
M0002019,D001346
M0002020,D007210
M0002021,D001348
M0002022,D001350
M0002023,D001351
M0002024,D001352
M0002025,D001353
M0002026,D001354
M0002027,D001354
M0002028,D001354
M0002029,D001355
M0002030,D001356
M0002031,D001356
M0002032,D001357
M0002033,D001357
M0002034,D001358
M0002035,D001358
M0002036,D001358
M0002037,D052736
M0002038,D001359
M0002039,D001359
M0002040,D001360
M0002041,D001361
M0002042,D001361
M0002043,D001362
M0002044,D001363
M0002045,D001363
M0002046,D001363
M0002047,D001364
M0002048,D001365
M0002049,D001366
M0002050,D001367
M0002051,D001368
M0002052,D001369
M0002053,D001370
M0002054,D001370
M0002055,D001371
M0002056,D001372
M0002057,D001373
M0002058,D001373
M0002059,D001373
M0002060,D001374
M0002061,D001375
M0002062,D001376
M0002063,D001377
M0002064,D001378
M0002065,D001379
M0002066,D001379
M0002067,D001379
M0002068,D001380
M0002069,D001381
M0002070,D001382
M0002071,D001383
M0002072,D001384
M0002073,D001385
M0002074,D001386
M0002075,D001387
M0002076,D001388
M0002077,D001389
M0002078,D001390
M0002079,D001390
M0002081,D001391
M0002082,D001392
M0002083,D001393
M0002084,D001394
M0002085,D001395
M0002086,D011548
M0002087,D011548
M0002088,D011548
M0002089,D001397
M0002090,D001398
M0002091,D001398
M0002092,D001399
M0002093,D001399
M0002094,D001399
M0002095,D001400
M0002096,D001401
M0002097,D001402
M0002098,D001403
M0002099,D001404
M0002100,D001405
M0002101,D001406
M0002102,D001407
M0002103,D001408
M0002104,D001409
M0002105,D001410
M0002106,D001411
M0002107,D001412
M0002108,D001413
M0002109,D001413
M0002110,D001413
M0002111,D001413
M0002112,D001414
M0002114,D001415
M0002115,D001416
M0002116,D001417
M0002117,D001418
M0002118,D001418
M0002119,D001419
M0002122,D001420
M0002123,D001421
M0002124,D001422
M0002125,D001423
M0002126,D001424
M0002127,D001425
M0002128,D001425
M0002130,D001426
M0002131,D001427
M0002132,D001428
M0002133,D001429
M0002135,D025541
M0002136,D001430
M0002137,D001431
M0002138,D001432
M0002139,D001433
M0002140,D001434
M0002141,D001435
M0002142,D001436
M0002143,D001437
M0002144,D001438
M0002145,D001439
M0002146,D001441
M0002147,D001442
M0002148,D001443
M0002149,D001444
M0002150,D001445
M0002151,D001446
M0002152,D052798
M0002153,D001447
M0002154,D001448
M0002155,D001449
M0002156,D001450
M0002158,D063126
M0002161,D001452
M0002162,D001452
M0002163,D001453
M0002164,D001454
M0002165,D001455
M0002166,D001457
M0002168,D001458
M0002169,D001458
M0002170,D053828
M0002171,D053828
M0002172,D001459
M0002173,D001460
M0002174,D001461
M0002175,D001462
M0002176,D001462
M0002177,D001463
M0002178,D001464
M0002179,D001465
M0002180,D001466
M0002181,D001466
M0002182,D001466
M0002183,D001467
M0002184,D001468
M0002185,D001469
M0002186,D001471
M0002187,D001472
M0002188,D001473
M0002189,D001474
M0002190,D001474
M0002191,D001474
M0002192,D001475
M0002193,D001476
M0002194,D001477
M0002195,D001478
M0002196,D001479
M0002197,D001479
M0002198,D001480
M0002199,D001480
M0002200,D001481
M0002201,D001482
M0002202,D001482
M0002204,D001483
M0002207,D001483
M0002208,D001483
M0002209,D001484
M0002210,D001484
M0002211,D001484
M0002212,D001484
M0002213,D001485
M0002215,D001485
M0002216,D001486
M0002217,D001487
M0002218,D001488
M0002219,D001489
M0002220,D001490
M0002221,D001490
M0002222,D001491
M0002223,D001492
M0002224,D001492
M0002225,D001492
M0002226,D001492
M0002227,D001493
M0002228,D001494
M0002229,D029002
M0002230,D001496
M0002231,D001497
M0002232,D001498
M0002233,D001498
M0002234,D001499
M0002235,D001499
M0002236,D001499
M0002237,D001499
M0002238,D001499
M0002239,D001500
M0002240,D032581
M0002242,D001501
M0002243,D001502
M0002244,D001502
M0002245,D001503
M0002246,D001503
M0002247,D001503
M0002248,D001503
M0002249,D001503
M0002250,D001503
M0002251,D001503
M0002252,D001503
M0002253,D001503
M0002254,D001503
M0002255,D001504
M0002256,D001505
M0002257,D001506
M0002258,D001507
M0002259,D001507
M0002260,D001507
M0002261,D001507
M0002262,D001507
M0002263,D001508
M0002264,D001508
M0002265,D001509
M0002266,D001510
M0002267,D001511
M0002268,D001512
M0002269,D001512
M0002270,D001512
M0002271,D001513
M0002272,D001513
M0002273,D001514
M0002274,D001514
M0002275,D001515
M0002276,D001516
M0002277,D001516
M0002278,D001516
M0002279,D001517
M0002280,D048888
M0002282,D001519
M0002283,D001519
M0002284,D032763
M0002285,D001520
M0002286,D001521
M0002287,D001522
M0002288,D001523
M0002289,D001523
M0002290,D001523
M0002291,D001524
M0002292,D001524
M0002293,D001525
M0002294,D001526
M0002295,D001527
M0002296,D001528
M0002297,D001530
M0002298,D001531
M0002299,D001532
M0002300,D001533
M0002301,D001534
M0002302,D001535
M0002303,D001535
M0002304,D001536
M0002305,D001536
M0002306,D001536
M0002307,D001537
M0002308,D001537
M0002309,D001538
M0002310,D001539
M0002311,D001541
M0002312,D001542
M0002313,D001542
M0002314,D001544
M0002315,D001545
M0002316,D001545
M0002317,D001546
M0002318,D001546
M0002319,D001547
M0002320,D001548
M0002321,D001548
M0002322,D001548
M0002323,D001548
M0002324,D001548
M0002325,D001548
M0002326,D001548
M0002327,D001549
M0002328,D001550
M0002329,D001551
M0002330,D001552
M0002331,D001553
M0002332,D001554
M0002333,D001555
M0002334,D001556
M0002335,D001556
M0002336,D001557
M0002337,D001558
M0002338,D001558
M0002339,D001558
M0002340,D001558
M0002341,D001558
M0002342,D001558
M0002343,D001558
M0002344,D001558
M0002345,D001559
M0002346,D001560
M0002347,D001561
M0002348,D001562
M0002349,D001564
M0002350,D001565
M0002351,D019817
M0002352,D001565
M0002353,D001566
M0002354,D001567
M0002356,D001569
M0002357,D001570
M0002358,D001571
M0002359,D001572
M0002360,D001572
M0002361,D001573
M0002362,D001574
M0002363,D001575
M0002364,D001575
M0002365,D001576
M0002366,D001577
M0002367,D001578
M0002368,D001579
M0002369,D001580
M0002370,D001580
M0002371,D001581
M0002372,D001582
M0002373,D001583
M0002374,D001584
M0002375,D001585
M0002376,D001585
M0002377,D001586
M0002378,D001586
M0002379,D001587
M0002380,D001588
M0002381,D001589
M0002382,D001589
M0002383,D001590
M0002384,D001591
M0002386,D001592
M0002387,D001593
M0002388,D001594
M0002389,D001595
M0002390,D001595
M0002391,D001596
M0002392,D001596
M0002393,D001596
M0002394,D001597
M0002395,D001598
M0002396,D001599
M0002397,D001600
M0002398,D001601
M0002399,D001602
M0002400,D001603
M0002401,D001604
M0002402,D001605
M0002403,D001606
M0002404,D001607
M0002405,D001608
M0002406,D001609
M0002407,D001609
M0002408,D001610
M0002409,D055984
M0002410,D001611
M0002412,D001613
M0002413,D001614
M0002414,D001615
M0002415,D001616
M0002416,D001616
M0002417,D001616
M0002418,D001616
M0002419,D001617
M0002420,D001617
M0002421,D001618
M0002423,D001619
M0002424,D054819
M0002425,D054818
M0002427,D001620
M0002428,D001620
M0002429,D001621
M0002430,D001621
M0002431,D001621
M0002432,D001621
M0002434,D001622
M0002435,D001622
M0002436,D001622
M0002437,D001623
M0002438,D001624
M0002439,D001624
M0002440,D001625
M0002441,D001625
M0002442,D001626
M0002444,D001627
M0002445,D001627
M0002446,D001628
M0002447,D000069459
M0002448,D000069460
M0002449,D001629
M0002450,D001629
M0002451,D001630
M0002452,D001630
M0002453,D001631
M0002454,D001632
M0002455,D001633
M0002456,D001633
M0002457,D001634
M0002458,D001635
M0002459,D001636
M0002460,D001637
M0002461,D001638
M0002462,D001639
M0002463,D001639
M0002464,D001639
M0002466,D001640
M0002467,D001641
M0002468,D001642
M0002469,D001643
M0002470,D001644
M0002471,D001645
M0002472,D001646
M0002473,D001646
M0002474,D001647
M0002475,D001647
M0002476,D001647
M0002477,D001648
M0002478,D001649
M0002479,D001650
M0002480,D001651
M0002482,D001652
M0002483,D001653
M0002484,D001654
M0002485,D001654
M0002486,D001655
M0002487,D001656
M0002488,D001657
M0002489,D001658
M0002490,D001659
M0002491,D001660
M0002492,D001661
M0002493,D001662
M0002494,D001663
M0002495,D001663
M0002496,D001663
M0002497,D001663
M0002498,D001664
M0002499,D001664
M0002500,D001664
M0002501,D001665
M0002502,D020134
M0002503,D001666
M0002504,D001667
M0002505,D001668
M0002506,D001669
M0002508,D001671
M0002509,D001672
M0002510,D001673
M0002511,D001674
M0002512,D001674
M0002513,D026688
M0002514,D001675
M0002515,D001676
M0002516,D005419
M0002517,D001678
M0002518,D001679
M0002519,D001680
M0002520,D001681
M0002521,D001682
M0002522,D001682
M0002523,D001683
M0002524,D001683
M0002525,D001684
M0002526,D001684
M0002527,D001684
M0002528,D001684
M0002529,D001684
M0002530,D001685
M0002531,D001686
M0002534,D001689
M0002535,D001690
M0002536,D001691
M0002537,D001692
M0002538,D001693
M0002539,D001694
M0002540,D001694
M0002541,D001695
M0002542,D001696
M0002543,D001696
M0002544,D001697
M0002545,D001698
M0002546,D001698
M0002547,D001699
M0002548,D001700
M0002549,D001700
M0002550,D001701
M0002551,D001702
M0002552,D001703
M0002553,D001704
M0002554,D001705
M0002555,D001705
M0002556,D001705
M0002557,D001705
M0002558,D001706
M0002559,D001707
M0002560,D001707
M0002561,D001708
M0002562,D001708
M0002563,D001708
M0002564,D001709
M0002565,D001710
M0002566,D001711
M0002567,D065767
M0002568,D001712
M0002569,D001712
M0002570,D001713
M0002571,D001714
M0002572,D001714
M0002573,D001714
M0002574,D001714
M0002575,D001715
M0002576,D001716
M0002577,D001716
M0002578,D001716
M0002579,D001717
M0002580,D001718
M0002581,D001719
M0002582,D001719
M0002583,D001720
M0002584,D001721
M0002585,D001721
M0002588,D001721
M0002589,D001722
M0002590,D001722
M0002592,D001723
M0002604,D001724
M0002605,D001725
M0002606,D001726
M0002607,D001726
M0002608,D001727
M0002609,D000072339
M0002610,D001728
M0002611,D001729
M0002612,D001731
M0002613,D001732
M0002614,D001733
M0002615,D001733
M0002616,D001733
M0002617,D001734
M0002618,D001735
M0002619,D001735
M0002620,D001736
M0002621,D001737
M0002622,D001738
M0002623,D001739
M0002624,D001740
M0002625,D044383
M0002626,D001741
M0002627,D001742
M0002628,D001743
M0002629,D001744
M0002630,D001745
M0002631,D052858
M0002632,D001746
M0002633,D001747
M0002634,D001748
M0002635,D001749
M0002636,D001750
M0002637,D001751
M0002638,D001752
M0002639,D001753
M0002640,D001754
M0002641,D001755
M0002642,D020964
M0002643,D001756
M0002644,D001757
M0002645,D001758
M0002646,D001758
M0002647,D001759
M0002648,D001759
M0002649,D001760
M0002650,D001760
M0002651,D001760
M0002652,D001760
M0002653,D001760
M0002654,D001761
M0002655,D001761
M0002657,D001761
M0002658,D001762
M0002659,D001763
M0002660,D001764
M0002661,D001765
M0002662,D001766
M0002663,D001766
M0002664,D001767
M0002665,D001767
M0002666,D001767
M0002667,D001767
M0002668,D001768
M0002669,D001769
M0002671,D006424
M0002672,D001770
M0002673,D001771
M0002674,D001772
M0002675,D001772
M0002677,D001773
M0002678,D001774
M0002679,D001775
M0002680,D001776
M0002681,D001777
M0002683,D001778
M0002684,D001779
M0002685,D001780
M0002686,D001781
M0002687,D001782
M0002688,D001782
M0002689,D001783
M0002690,D001784
M0002691,D001785
M0002692,D001785
M0002693,D001785
M0002694,D001785
M0002695,D001785
M0002696,D001786
M0002697,D001787
M0002698,D001788
M0002699,D001788
M0002700,D001788
M0002701,D001789
M0002702,D001790
M0002703,D001791
M0002704,D001792
M0002705,D001793
M0002706,D001794
M0002707,D001795
M0002708,D001796
M0002709,D001797
M0002710,D001798
M0002711,D001798
M0002713,D001798
M0002714,D001799
M0002715,D001799
M0002716,D001800
M0002717,D001801
M0002718,D001802
M0002719,D001802
M0002721,D001803
M0002722,D001804
M0002723,D001805
M0002724,D001806
M0002725,D001807
M0002726,D001808
M0002727,D001809
M0002728,D001810
M0002729,D001811
M0002730,D001812
M0002731,D001813
M0002732,D001814
M0002733,D001815
M0002734,D001816
M0002735,D054598
M0002736,D054598
M0002737,D001819
M0002738,D001820
M0002739,D001821
M0002740,D001822
M0002741,D001823
M0002742,D001824
M0002743,D049628
M0002744,D049629
M0002745,D001825
M0002746,D001826
M0002747,D001827
M0002748,D001828
M0002749,D001829
M0002750,D001830
M0002751,D001831
M0002752,D001831
M0002753,D001832
M0002754,D001833
M0002755,D001833
M0002757,D001834
M0002758,D001835
M0002759,D001836
M0002760,D001837
M0002761,D001837
M0002762,D001838
M0002763,D001839
M0002764,D001840
M0002765,D001841
M0002766,D001841
M0002767,D001842
M0002768,D001842
M0002770,D001843
M0002771,D001844
M0002772,D001845
M0002773,D001845
M0002774,D001845
M0002775,D001846
M0002776,D001847
M0002777,D001848
M0002778,D001849
M0002779,D001850
M0002780,D001851
M0002781,D001851
M0002782,D001852
M0002783,D001853
M0002784,D001853
M0002785,D001853
M0002786,D001853
M0002787,D001854
M0002788,D001855
M0002789,D001856
M0002790,D001857
M0002791,D001858
M0002792,D001859
M0002793,D001860
M0002794,D001861
M0002795,D001862
M0002796,D001863
M0002797,D001864
M0002798,D001864
M0002799,D001865
M0002800,D001865
M0002801,D001867
M0002802,D001868
M0002803,D001869
M0002804,D001870
M0002805,D001871
M0002806,D001872
M0002807,D001873
M0002808,D001874
M0002809,D001875
M0002810,D001876
M0002811,D001877
M0002812,D001877
M0002813,D001878
M0002814,D001878
M0002815,D001879
M0002816,D001880
M0002817,D001881
M0002818,D001882
M0002819,D001883
M0002820,D001884
M0002821,D001885
M0002822,D001886
